created_at,full_text,sentiment,compound
Fri Nov 08 16:35:05 +0000 2024,"One of the most important skills I see in successful (and good) people is to constantly reevaluate assumptions. They make predictions based on various inputs, some of them unknown, and reevaluate based on what they got right and wrong. They trust people not because they're always…",positive,0.7264
Thu Nov 07 22:47:26 +0000 2024,This is great news. Susie was a huge asset to President Trump on the campaign and will be a huge asset in the White House. She's also just a really good person. Onward!,positive,0.945
Wed Nov 06 14:38:57 +0000 2024,"THANK YOU!   To my beautiful wife for making it possible to do this.   To President Donald J. Trump, for giving me such an opportunity to serve our country at this level.   And to the American people, for their trust. I will never stop fighting for ALL of you.",positive,0.9579
Tue Nov 05 22:44:56 +0000 2024,"Have you voted yet?   If not, it's really simple: if you think groceries should be more affordable and the border should be secure, get out there and vote for Donald J. Trump.   Kamala Harris broke it and Trump will fix it, but only if you get out there and vote for him!",negative,-0.126
Tue Nov 05 21:00:30 +0000 2024,Go vote! Do it right now!,neutral,0.0
Tue Nov 05 19:12:00 +0000 2024,"POTUS speaks the truth. Stay in line. They have to let you vote.   So far, things look good, but still very early. We could still win or lose this thing. Get out there and vote.",positive,0.6428
Tue Nov 05 15:20:15 +0000 2024,"We're hearing a lot about long lines and high enthusiasm. Get in line, stay in line, and VOTE.   Today is the day we take back our country.",positive,0.4404
Tue Nov 05 04:13:26 +0000 2024,"Day one for Kamala Harris was 1,400 days ago. If she actually believed in anything she promised to do during this campaign, she would've done it already.  President Trump will secure the border and save our economy. Make sure you vote tomorrow🇺🇸",positive,0.8555
Tue Nov 05 00:14:13 +0000 2024,Kamala Harris said she wants to raise your taxes and send your money to EV companies that make their cars in China.  Donald Trump will cut your taxes and pressure companies to make their products right here in America.,negative,-0.5106
Mon Nov 04 19:12:45 +0000 2024,Great seeing Former WI Governor Tommy Thompson at our event in La Crosse this morning!  Wisconsin is ready to put Donald J. Trump back in the White House 🇺🇸,positive,0.784
Mon Nov 04 16:36:57 +0000 2024,Make Six Packs Great Again.   Vote for Donald J. Trump🇺🇸,positive,0.6249
Mon Nov 04 04:13:46 +0000 2024,New Hampshire is fired up to elect Donald Trump and Make America Great Again! 🇺🇸,positive,0.2003
Sun Nov 03 22:34:35 +0000 2024,The only thing that’s broken about this country is the failed leadership of Kamala Harris.  Donald Trump will fix it.,negative,-0.7506
Sat Nov 02 00:54:46 +0000 2024,"THANK YOU SELMA, NC!",positive,0.4199
Fri Nov 01 19:09:31 +0000 2024,"In four days, we’re going to give this country the leadership it deserves.  Vote Trump. Save America 🇺🇸",positive,0.4939
Fri Nov 01 18:18:02 +0000 2024,"Thanks to Kamala Harris's policies, America lost 46,000 manufacturing jobs in the last month. We can do better, and we will.",positive,0.5423
Fri Nov 01 18:16:18 +0000 2024,"As one of the Marines sent to fight your daddy’s bullshit war I just need you to know active duty and veterans say this about you and those like you all the time. We are not petty, vindictive, cruel or unstable. We’re amputated, mangled, stressed and fed up.",negative,-0.7458
Fri Nov 01 14:16:40 +0000 2024,"In 2022, Marist had my Ohio Senate race tied. I won by more than 6.   Stop worrying about polls and go get people to the polls. I am 100 percent sure we have the electorate we need to win. What we need is to work hard over the next 4 days.",positive,0.6743
Thu Oct 31 12:44:46 +0000 2024,"If you are in line, stay in line! If someone tells you to get out of line or to go home, take a video of them!   If you commit voter fraud, or try to deprive people of their right to vote, we will prosecute you!",negative,-0.851
Wed Oct 30 20:29:49 +0000 2024,This is a massive victory for election integrity in Pennsylvania.  We have to swamp the vote and ensure every legitimate vote is counted. Make sure you've got a plan to vote:,positive,0.7579
Wed Oct 30 11:51:38 +0000 2024,"One of Kamala Harris's biggest donors is doubling down on calling half the country ""garbage.""   Will Kamala and her campaign return his contributions? Or will they continue to insult half of the country for the sin of thinking Kamala Harris isn't good at her job?",negative,-0.8647
Wed Oct 30 02:26:55 +0000 2024,A mother mourning her son who died of a fentanyl overdose is not garbage. A truck driver who can't afford rising diesel prices is not garbage. A father who wants to afford groceries is not garbage.   Kamala Harris and Joe Biden ought to be ashamed of themselves.,negative,-0.8625
Wed Oct 30 00:22:41 +0000 2024,This is disgusting. Kamala Harris and her boss Joe Biden are attacking half of the country.   There's no excuse for this. I hope Americans reject it.,negative,-0.7964
Tue Oct 29 23:19:11 +0000 2024,Election Day is One Week Away and these folks in Michigan are FIRED UP to put @realDonaldTrump back in the White House!🇺🇸,negative,-0.6833
Tue Oct 29 13:54:45 +0000 2024,Kamala Harris broke it. Donald Trump will fix it.,negative,-0.4215
Tue Oct 29 01:54:29 +0000 2024,"From Wausau to Racine, another great day on the trail! Thank you Wisconsin!",positive,0.8011
Mon Oct 28 21:09:11 +0000 2024,"Jocelyn Nungaray should be alive today.  If Kamala Harris did her job and secured the southern border, she still would be.",positive,0.6486
Sun Oct 27 23:40:45 +0000 2024,Watching @realDonaldTrump live at Madison Square Garden in New York City.  Let's go win this thing #MAGA,positive,0.5859
Sun Oct 27 16:14:12 +0000 2024,"I'd rather have a president who fires people who aren't doing a good job rather than protecting them.   When you protect people who fail, like Kamala Harris does, you get the disastrous Afghanistan withdrawal and sky high inflation.   Bring accountability back!",negative,-0.7094
Sun Oct 27 15:20:39 +0000 2024,Donald Trump is the candidate who is going to lower the cost of groceries and secure our southern border.  Kamala Harris would only bring more of the high prices and border chaos from the past four years.,negative,-0.5423
Sun Oct 27 02:47:30 +0000 2024,"Q: ""What do you say to a school like Harrisburg that doesn't have the business district and is redlined in such a way that the resources will never come?  @JDVance: ""We got to look at how much are we spending per kid and we want to make sure each kid has an equal amount spent on…",positive,0.6249
Sun Oct 27 00:45:53 +0000 2024,This was fun!,positive,0.5562
Sat Oct 26 21:46:23 +0000 2024,What a patriot.,neutral,0.0
Sat Oct 26 16:46:08 +0000 2024,".@JDVance: ""Here's my message to Kamala Harris: Stop censoring your fellow citizens, try to persuade them and you might actually get somewhere. Stop telling people they're racist because they want their children to go to schools with kids who speak the English language. Stop…",negative,-0.7964
Fri Oct 25 16:43:25 +0000 2024,"Please say a prayer for Jo Ann Davidson, a trailblazing public servant for the people of Ohio. She died at 97, after a lifetime of service--including serving as the first female Speaker of the House. Usha and I send our best to her friends and family.",positive,0.7184
Fri Oct 25 15:58:35 +0000 2024,Episode out tomorrow,neutral,0.0
Fri Oct 25 12:38:46 +0000 2024,I'm so proud of my mom.,positive,0.5256
Thu Oct 24 15:43:20 +0000 2024,Kamala Harris's anti-Catholic record is disgraceful and an insult to millions of Americans.  My op-ed in the Pittsburgh Post-Gazette⬇️,negative,-0.5106
Wed Oct 23 23:25:07 +0000 2024,Donald Trump will secure the southern border and get our economy back on track.  Kamala Harris will only bring four more years of failure.,negative,-0.2878
Wed Oct 23 22:46:33 +0000 2024,"The United States should fight against the persecution of Christians all over the world, and it will when President Trump is back in the White House.   Kamala Harris has done nothing.",positive,0.0516
Wed Oct 23 15:46:44 +0000 2024,"On behalf of every American who has lost a loved one due to this border crisis, we're going to kick some cartel ass when President Donald J. Trump takes office.",negative,-0.7184
Tue Oct 22 20:08:14 +0000 2024,Donald Trump has fundamentally reshaped the GOP and made it the political party for working people.  Had a great time talking to @TheoVon about this and much more.,positive,0.7783
Mon Oct 21 17:16:10 +0000 2024,Governor Brian Kemp has done a good job for the people of Georgia.   I'm grateful he's supporting President Trump in this race and fighting to bring some common sense back to the federal government.,positive,0.743
Mon Oct 21 15:15:37 +0000 2024,President Trump showed how to connect with voters in Pennsylvania yesterday better than anyone else could - from the french fry station at McDonald's to the Steelers game on Sunday night.,positive,0.4404
Mon Oct 21 00:40:17 +0000 2024,Thank you Green Bay! Another great day on the trail here in Wisconsin,positive,0.784
Mon Oct 21 00:01:38 +0000 2024,.@JDVance pours beers for some Packers fans!,neutral,0.0
Sun Oct 20 14:40:32 +0000 2024,"Kamala's surrogates think high inflation, rising credit card delinquencies, and unaffordable housing are ""the greatest economy we've ever had.""   Vote accordingly!   (Pennsylvania registration closes tomorrow. So register by then.)",positive,0.7959
Sun Oct 20 12:22:29 +0000 2024,30% of Christians are NOT registered to vote.   October 21st — tomorrow — is the last day to register to vote in Pennsylvania.   Pass it on.,neutral,0.0
Thu Oct 17 23:26:31 +0000 2024,Great to be back in Pittsburgh with this fired up crowd!,negative,-0.1134
Thu Oct 17 20:08:32 +0000 2024,Kamala Harris's plan to give Social Security and Medicare to illegal immigrants would bankrupt this country.,negative,-0.7003
Thu Oct 17 14:17:08 +0000 2024,"JD Vance TORCHES Kamala 🔥  ""There is something pathological going on here...What is it in the mind of this person that can't just acknowledge that she has been in power for 3.5 years &amp; bears some responsibility as the sitting Vice President for the condition the country is in?""",neutral,0.0
Thu Oct 17 12:36:50 +0000 2024,"Last night, Kamala Harris once again refused to name a single policy difference between her and Joe Biden.  Does that sound like a new way forward to you?",positive,0.0772
Wed Oct 16 22:56:51 +0000 2024,To my Democratic friends: maybe you should consider swapping Kamala Harris for Joe Biden.,positive,0.4767
Wed Oct 16 21:21:10 +0000 2024,"If you want higher inflation and more open borders, Kamala Harris is your candidate.  But if you want a golden age of American prosperity, then let's get out there and make Donald Trump our next President.",positive,0.1531
Wed Oct 16 13:58:25 +0000 2024,Kamala Harris let a terrorist into our country. He was going to kill our people.   And the media attacked those who protested as racists or mean-spirited for suggesting that we should properly vet newcomers to our nation.   Thank God her leadership didn't kill anyone this time.,negative,-0.9612
Wed Oct 16 02:08:02 +0000 2024,President Trump and I will stop this.,negative,-0.296
Tue Oct 15 18:24:04 +0000 2024,This entire interview is incredible. President Trump walking into the lion's den and reminding the people who've screwed up the country that they're not as smart as they think.,negative,-0.666
Tue Oct 15 18:11:17 +0000 2024,"TRUMP: ""There are no tariffs.""  HOST: *confused*  TRUMP: ""No, there are no tariffs — all you have to do is build your plant in the United States and you don't have any tariffs. That's what I want.""  AUDIENCE: *applause*  🔥🔥🔥",negative,-0.1531
Tue Oct 15 16:59:03 +0000 2024,"Aside from her obvious policy failures, Kamala Harris is just incompetent. People in rural areas actually need quality broadband. Under Kamala's illustrious leadership, we spent $42 billion of taxpayer money and connected zero people.",negative,-0.7269
Tue Oct 15 16:42:48 +0000 2024,"This is extraordinarily dishonest from CBS.   Between this and 60 Minutes, they selectively edited a Kamala clip to make her look better and a Mike Johnson clip to take out his full answer.",negative,-0.2023
Mon Oct 14 15:36:31 +0000 2024,Lmao Kamala didn't even write her own book!,positive,0.636
Mon Oct 14 14:26:14 +0000 2024,"I believe the destiny of this country is to conquer the stars. Whatever your views of Elon's politics, this is something that should inspire all of us.",positive,0.5719
Mon Oct 14 14:18:02 +0000 2024,"20 percent of Latinos and 26 percent of Black voters rate the economy good or excellent, but the Democrats go around hectoring them that anyone who doesn't vote for Kamala is a sexist.   President Trump is winning because he's listening to voters instead of lecturing them.",positive,0.836
Sun Oct 13 21:30:46 +0000 2024,Had such a fun day with the family at Charlotte Motor Speedway! Thanks for having us North Carolina 🏁,positive,0.7574
Sun Oct 13 14:33:11 +0000 2024,"When your town is overrun with violent criminal gangs, Kamala Harris and her friends will say, ""well, it's only a handful of apartment complexes"" that have been overrun by illegal gangs.   The only acceptable number of American apartments overrun by criminal gangs is zero.",negative,-0.8625
Sat Oct 12 22:59:36 +0000 2024,"But, her doctor added:  She sounds like a fifth grader giving a book report on a book she hasn't read when asked about American public policy.",positive,0.7469
Sat Oct 12 16:17:06 +0000 2024,"If you came into this country illegally, pack your bags.",neutral,0.0
Sat Oct 12 13:36:12 +0000 2024,"From the very beginning of this journey, I have been on a mission to rescue our nation from a failed and corrupt political establishment.   I will NEVER QUIT, I will NEVER BEND, I will NEVER BREAK, and I will NEVER YIELD, not even in the face of death itself!",negative,-0.636
Sat Oct 12 00:35:24 +0000 2024,This was fun!   Thanks to all of our volunteers--in Georgia and everywhere else. The only way we're going to take our country back is if you get out there and vote!,positive,0.7772
Fri Oct 11 15:29:17 +0000 2024,"I don’t like to post a lot of political content, but this clip should scare EVERYONE. She is the sitting VP and running for President of the United States. She is incapable of putting a sentence together without a teleprompter and even she appears to know she is in way over her…",negative,-0.4215
Fri Oct 11 02:42:53 +0000 2024,I can tell you that @JDVance definitely didn’t have a prompter tonight at the town hall in NC… and he didn’t even know what questions I was going to ask him. All we did was chat along with his wife Usha for 10 min before we walked on stage. ☺️ They were both wonderful real…,positive,0.7506
Fri Oct 11 01:22:13 +0000 2024,Kamala Harris wants to raise taxes on American workers and reward companies who ship jobs overseas.  Donald Trump is going to cut taxes for workers and penalize companies who outsource jobs. We want to reward folks who are working hard and struggling just to get by.,positive,0.5267
Thu Oct 10 19:15:11 +0000 2024,"While Kamala Harris and her surrogates brag about crime being lower, the truth is that things like this happen way too often in American cities.   We need to empower the police to take violent people off the streets. It's really that simple.",negative,-0.7003
Thu Oct 10 14:54:54 +0000 2024,"This had never occurred to me but he's exactly right. What's even more dangerous? Cheney would have political cover from the left.   If you want the most unhinged member of the Cheney family declaring new wars every other month, vote for Kamala.   Vote Trump for peace!",negative,-0.6789
Thu Oct 10 13:17:09 +0000 2024,"If 60 Minutes had an ounce of integrity, they would release the full, unedited interview.   The person who can't answer basic questions about national security wants to be our next president. Show us what she actually said, in full.",positive,0.6124
Thu Oct 10 01:17:07 +0000 2024,Early Voting Starts TODAY Arizona!  Had a great time in Tucson &amp; Mesa. Get out to the polls and bank your vote today.,positive,0.6588
Thu Oct 10 00:07:41 +0000 2024,Praying for everyone in the path of this terrible hurricane in Florida. We're hoping it's not as bad as predicted and rooting for our first responders!,positive,0.5882
Wed Oct 09 13:31:08 +0000 2024,"The Biden-Harris response to Hurricane Helene has been woefully incompetent and plagued with bureaucratic delay, especially in North Carolina.  As Hurricane Milton barrels toward Florida, Joe Biden and Kamala Harris need to get their act together.",negative,-0.7964
Tue Oct 08 19:05:38 +0000 2024,Kamala Harris's failed agenda has created an economy where young Americans are left to become paupers in their own country.  I want the American Dream to be affordable again and it's only going to happen when we put Donald J. Trump back in the White House.,neutral,0.0
Tue Oct 08 15:35:07 +0000 2024,Kamala Harris is more of the same. She admits it herself.,positive,0.296
Mon Oct 07 16:39:01 +0000 2024,Have you checked your registration? Do you know where to vote?,neutral,0.0
Mon Oct 07 15:05:04 +0000 2024,VP Harris: I was talking about politicians like YOU using this disaster for political posturing. Claiming to be “working around the clock” while you don’t even plug in your headphones for a staged photo-op. Where were YOU as Ft. Liberty troops were standing by for days? #ncpol,neutral,0.0065
Mon Oct 07 14:01:00 +0000 2024,Our prayers are with our allies in Israel this morning as we remember the American and Israeli citizens who were slaughtered last October 7th.  President Trump will end Kamala Harris's weak policies that embolden our enemies and undercut Israel's ability to defend itself.,negative,-0.5859
Mon Oct 07 12:52:44 +0000 2024,Watch this video. It's only 26 seconds. Show it to your friends and family.   This is not a person who is competent enough to be president of the United States.,positive,0.802
Sat Oct 05 21:09:04 +0000 2024,"What happened here in Butler, PA on July 13th was nothing short of a miracle. On that day, America felt the truth of scripture:  ""Though I walk through the valley of the shadow of death, I will fear no evil, for You are with me.""  Glad to be back in Butler with @realDonaldTrump🇺🇸",negative,-0.9095
Sat Oct 05 13:18:54 +0000 2024,If you're under the age of 30 it should scare the hell out of you that Liz Cheney is lining up behind Kamala Harris.,negative,-0.8316
Fri Oct 04 23:30:31 +0000 2024,"THANK YOU LINDALE, GA! 🇺🇸",positive,0.5461
Fri Oct 04 16:25:36 +0000 2024,Kamala Harris's economy has been an unmitigated disaster for American citizens. This is what happens when you bring in 20M+ low-wage workers through the wide open southern border.  The American people get screwed while Kamala's corporate benefactors enjoy unlimited cheap labor.,negative,-0.6249
Fri Oct 04 00:04:49 +0000 2024,"Truly heartbreaking to see the devastation caused by Hurricane Helene in Damascus, Virginia today. Thank you to all the first responders working to keep people safe.  To all the people suffering through this disaster, the nation is here for you. We're going to help you rebuild.",negative,-0.4588
Thu Oct 03 21:56:11 +0000 2024,".@JDVance tours hurricane damage in VA: ""This is a community that has long been left behind by the leadership of this country... I gave the mayor a hug and I was talking to somebody else along with the mayor, and she said, 'We're Hillbillies and we're proud of it.' And I think…",positive,0.4588
Thu Oct 03 20:44:29 +0000 2024,"Great day fishing the Kalamazoo River in Saugatuck with my four year old son Vivek this morning. We always enjoy our visits to Michigan, be back soon!",positive,0.8221
Wed Oct 02 19:49:15 +0000 2024,"My mamaw used to forgo buying her own medicine so she could feed our family. American parents shouldn't have to make those sacrifices.  If you work hard and play by the rules, you ought to be able to afford a good life. That's what Donald Trump and I are going to fight for.",positive,0.3182
Wed Oct 02 03:02:23 +0000 2024,"Whether you're rich or poor, you ought to be able to afford a nice meal and live in a safe neighborhood, but the American people are struggling due to our broken leadership.  Donald Trump has proven his ability to lead this country. I'd ask that you please give him your vote.",neutral,0.0387
Wed Oct 02 01:49:58 +0000 2024,"""You've got a tough job here. You've got to pretend that Donald Trump didn't deliver rising take home pay, which of course he did. You've got to pretend that Donald Trump didn't deliver lower inflation, which of course he did. And then you've got to defend Kamala Harris's…",negative,-0.2052
Wed Oct 02 01:33:57 +0000 2024,"Senator JD Vance: ""For three years Kamala Harris went out bragging that she was going to undo Donald Trump's border policies. She did exactly that. We had a record number of illegal crossings. We had a record number of fentanyl coming into our country, and now that she's running…",negative,-0.4588
Wed Oct 02 01:22:01 +0000 2024,"""I was raised in a working class family...I stand here asking to be your Vice President with extraordinary gratitude for this country...if we get Donald Trump back in the White House, the American Dream is going to be attainable once again."" - Senator JD Vance🇺🇸",positive,0.6486
Wed Oct 02 00:47:48 +0000 2024,Looking forward to a great debate tonight. I'm handing the keys to my account over to my staff for the next few hours.  Tune in on @CBS and follow along here for updates!,positive,0.6588
Tue Oct 01 12:38:00 +0000 2024,Christ have mercy.,positive,0.3612
Tue Oct 01 02:18:51 +0000 2024,"Pete Rose was a credit to Cincinnati, to the state of Ohio, and to everyone who loves America’s pastime. My prayers are with his family at this difficult time. His passing is a reminder that legends live forever and that he belongs in the Hall of Fame.",positive,0.745
Mon Sep 30 17:52:36 +0000 2024,"One time I said I was so tired I could sleep for days.   Stephanie Ruhle: Vance, in fact, only slept for 8 hours.",negative,-0.5777
Mon Sep 30 13:46:23 +0000 2024,"Saint Michael the Archangel, defend us in battle. Be our defense against the wickedness and snares of the Devil. May God rebuke him, we humbly pray, and do thou, O Prince of the heavenly hosts, by the power of God, cast into hell Satan, and all the evil spirits, who prowl about…",negative,-0.8779
Sun Sep 29 02:10:43 +0000 2024,"Heartbroken by the devastation in FL, NC, SC, GA, VA, and TN. Please say a prayer for everyone affected by the storms.",negative,-0.7506
Sat Sep 28 17:57:48 +0000 2024,".@JDVance: ""American resources and American compassion have to go first to American citizens -- Right now, our country is disintegrating from the inside.""",positive,0.4588
Sat Sep 28 02:29:24 +0000 2024,That's cool but can you just do it now?   You're the sitting Vice President.,positive,0.1655
Fri Sep 27 01:13:21 +0000 2024,Vote early if you can. And check your registration!,neutral,0.0
Thu Sep 26 17:40:08 +0000 2024,Based,neutral,0.0
Thu Sep 26 12:27:31 +0000 2024,"Say a prayer for our friends in Florida and Georgia who are bracing for what seems to be a very bad storm. And if you know someone in the evacuation areas noted below, please tell them (or help them) get out now!",positive,0.5572
Thu Sep 26 01:46:43 +0000 2024,Great to be in Michigan this evening!   The border is open and people can't afford groceries or rent. Time for a change. Time for Donald J. Trump.,positive,0.6588
Thu Sep 26 00:08:31 +0000 2024,Agreed. Vote Trump!,positive,0.3382
Wed Sep 25 21:33:52 +0000 2024,"This is how it's done. Credit to these young students for getting involved and doing their part to save this country.  We're going to win this election, but we are counting on all of you to get out there and VOTE!  Keep up the great work.",positive,0.9051
Wed Sep 25 12:43:51 +0000 2024,"This is legitimately pathetic for a person who wants to be president.   Ruhle has explicitly endorsed Harris. She won't ask hard Qs.  Kamala runs from tough questions because she can't defend her record.  If you want open borders and high groceries, vote for status quo Kamala.",negative,-0.3826
Wed Sep 25 03:06:04 +0000 2024,"My team and I are closely tracking a potentially hazardous chemical leak coming from a railcar near Cleves, Ohio.  Local authorities are working diligently to keep everyone safe. We will continue to monitor the situation until it has been resolved.",positive,0.296
Tue Sep 24 19:43:51 +0000 2024,"Trump’s Rescue Mission: Saving America is the film Kamala Harris and her allies in the biased media don’t want you to see. With an incredible cast, it dares to tell the truth about Kamala’s radical left-wing agenda. This is a must see, go to:",positive,0.5859
Tue Sep 24 15:06:58 +0000 2024,Thank You North Carolina!🇺🇸,positive,0.4199
Tue Sep 24 14:44:42 +0000 2024,"We were pleased that Senator @JDVance and his wife Usha could visit @TheBGLibrary while they were in Charlotte today. He has said that he watched my father preaching the Gospel on television growing up. My daughter @CissieGLynch, my son Roy, and David Bruce, who worked with my…",positive,0.5574
Mon Sep 23 23:15:08 +0000 2024,"Kamala Harris calls anyone a racist if they complain about her open border.  You're not a bad person for wanting to stop the flow of mass illegal immigration and deadly fentanyl.  Americans who want a secure border have nothing to be ashamed of, but Kamala Harris sure does.",positive,0.0905
Mon Sep 23 13:16:32 +0000 2024,"Kamala Harris wants to flood the United States with illegal immigration. It is her explicit goal, and she accomplished it with flying colors as Vice President.",positive,0.2732
Sun Sep 22 18:37:33 +0000 2024,".@JDVance: ""There's nothing that pisses off America's leadership class and angers Kamala Harris more than when a working class person in the heartland of this country complains about what a bad job she is doing.""",negative,-0.8108
Sun Sep 22 17:04:53 +0000 2024,Another great day in Pennsylvania yesterday!,positive,0.6588
Sat Sep 21 23:05:41 +0000 2024,"If you work hard and play by the rules, you ought to be able to get ahead. But on Kamala Harris's watch, home prices are skyrocketing and mortgage rates are through the roof.  When Donald Trump is back in the White House, we're going to make the American Dream affordable again.",positive,0.4588
Sat Sep 21 22:57:54 +0000 2024,".@JDVance: ""Eggs when Kamala Harris took office, were short of a $1.50 a dozen. Now, a dozen eggs will cost you around $4 thanks to Kamala Harris' inflationary policies -- It's because she cast the deciding vote on the Inflation Explosion Act.""",positive,0.4404
Fri Sep 20 14:38:37 +0000 2024,"""Rushes into other room""  I was *walking* to the doctor (because one of my kids gave me the plague)  My comment on Mark Robinson is that Kamala Harris cast the deciding vote on the Inflation Explosion Act and  because of that a lot of Americans can't afford groceries",neutral,0.0
Thu Sep 19 19:21:49 +0000 2024,"The Teamsters poll yesterday confirms exactly what I said on CNBC Monday. American workers know without a doubt that President @realDonaldTrump is in their corner, fighting for them with his economic policies.",negative,-0.1002
Thu Sep 19 02:21:45 +0000 2024,"JUST IN: Donald Trump delivers a present to a New York boy named Liam, who has a rare brain disorder and growth hormone deficiency, before his Long Island rally",neutral,-0.0258
Wed Sep 18 23:02:20 +0000 2024,"Inflation has cost the avg North Carolina family over $30K since Kamala Harris took office. Gas prices are up 30% and housing is up 56% thanks to her policies.  If North Carolina families want to afford the American Dream, we've got to get Donald J. Trump back in the White House.",positive,0.6369
Wed Sep 18 15:28:16 +0000 2024,"A left-wing immigration group thinks Kamala Harris is pretending to be moderate.   Of course she is! Her policies have opened the border, and she'll do more of it if given a promotion!",positive,0.2462
Tue Sep 17 20:16:27 +0000 2024,"I may be a Buckeye at heart, but I can't get enough of these Michigan crowds.  Great time in Sparta today. Now on to Wisconsin!",positive,0.7871
Tue Sep 17 19:04:55 +0000 2024,The American media has been caught laundering verified foreign disinformation to smear me and President Trump and it's disgusting.,negative,-0.7096
Tue Sep 17 14:41:26 +0000 2024,I'm still waiting on a correction and apology from the left wing journalists.   They lied about these bomb threats to silence us. Why? Because they don't want to talk about Kamala Harris's border policies making housing unaffordable for American citizens.,negative,-0.8235
Mon Sep 16 23:28:43 +0000 2024,"Yesterday, Donald J. Trump nearly lost his life. An armed gunman waited for him in the bushes. He brought a go-pro camera to record it. A secret service agent spotted the barrel of a gun through a fence and shot at the gunman. The gunman fled. He was caught. And now we slowly…",negative,-0.5719
Sun Sep 15 21:21:19 +0000 2024,"I'm glad President Trump is safe.  I spoke to him before the news was public and he was, amazingly, in good spirits.   Still much we don't know, but I'll be hugging my kids extra tight tonight and saying a prayer of gratitude.",positive,0.9215
Sun Sep 15 15:35:41 +0000 2024,A dishonest smear.  I didn't invent constituents complaining about this. We did help create the media focus on their complaints.,negative,-0.5435
Sun Sep 15 13:42:32 +0000 2024,"Kamala Harris dropped 20,000 Haitian migrants into a small Ohio town and chaos has ensued.  Housing shortages have caused rents to skyrocket, hospitals are overrun, schools are ill-equipped to teach students who don't speak English, and the roads are unsafe as unlicensed drivers…",negative,-0.6486
Sat Sep 14 22:19:47 +0000 2024,"@krystalball Krystal Ball: I really hate neoliberalism. I'm a populist!  Also Krystal Ball: Anyone who doesn't think 20,000 cheap laborers should be dropped on a small Ohio town is a neo-nazi.",negative,-0.6468
Sat Sep 14 17:21:36 +0000 2024,"This week, I had the great honor of meeting and spending time with Jerry Wartski, a 94-year-old Auschwitz survivor.  It's difficult to fathom the courage and strength demonstrated by Jerry and so many others who suffered through the unspeakable depravities of the Holocaust. I'm…",positive,0.8885
Sat Sep 14 16:00:57 +0000 2024,"@mattyglesias Kamala Harris wants to give illegal immigrants Social Security, Medicare, and Medicaid. So it's actually Kamala Harris who wants to bankrupt these programs.   Vote Trump to save these important programs!",negative,-0.2714
Sat Sep 14 13:53:43 +0000 2024,"Kamala Harris and her media apparatchiks should be ashamed of themselves.   Another ""debunked"" story that turned out to have merit.",negative,-0.0772
Sat Sep 14 02:47:04 +0000 2024,"If you were to ask what caused me to change my tune about President Trump from 2016 to 2020, I could give you a few reasons. But what we're seeing in Springfield really drives it home.   Housing costs skyrocketing. Communicable diseases on the rise. Car accidents, crime, and…",negative,-0.8271
Sat Sep 14 01:16:01 +0000 2024,Q: What are your specific plans?  A: 3 minutes of word salad about her biography.,neutral,0.0
Thu Sep 12 19:07:03 +0000 2024,".@PalmerLuckey explains why he supports specific tariffs after decades without them have destroyed America and Europe's manufacturing industry:   ""It's not just the U.S. that China has hollowed out. It's everybody. It's the entire West. Tariffs are great because they ensure there…",positive,0.8963
Thu Sep 12 19:05:47 +0000 2024,".@JDVance: ""The most striking difference between these two campaigns is you got two people with a record -- She's running away from her record. Donald Trump is running to his record because it was great.""",neutral,0.0
Thu Sep 12 17:20:23 +0000 2024,".@JDVance: ""When did America, for the first time maybe in our history, become a net food importer?... 2023, under the policies of Kamala Harris. When Donald Trump was president... America was a net food exporter. We grew more food than we needed... We became dependent on foreign…",neutral,0.0
Thu Sep 12 02:46:07 +0000 2024,Making government more efficient will make it less corrupt and more responsive to the needs of the American people.,positive,0.7083
Wed Sep 11 20:53:15 +0000 2024,It was an honor to join President Trump at the 9/11 Memorial and FDNY Engine 4/Ladder 15 this morning.  May we never forget the incredible feats of heroism and tragic loss suffered on September 11th.,positive,0.3326
Wed Sep 11 16:34:28 +0000 2024,CNN just confronted @JDVance on the migrant pet-eating controversy.   They were not prepared for his response 🔥,negative,-0.354
Wed Sep 11 03:57:33 +0000 2024,.@JDVance: This is a person who said she wanted to ban fracking... She wanted to defund the police... President Trump hammered Kamala's inconsistencies.,negative,-0.5574
Wed Sep 11 02:32:10 +0000 2024,Kamala Harris says she has a plan.   Donald Trump actually has one.   But they both have records. Compare them:,neutral,0.0
Wed Sep 11 02:12:14 +0000 2024,President Trump is right: what's in our best interest is for the killing to stop.   Kamala Harris's incompetence will lead us into World War 3.,negative,-0.765
Wed Sep 11 01:59:09 +0000 2024,Every fact check on Trump so far has been wrong  And there have been no fact checks on numerous Harris lies,negative,-0.7964
Wed Sep 11 01:36:00 +0000 2024,Crime is down in Venezuela because they're sending criminals to the United States. Kamala Harris can't respond to that point because it's true!,negative,-0.4389
Tue Sep 10 21:32:08 +0000 2024,"Why won't Border Czar Kamala Harris ever publicly acknowledge the victims of her policies? Instead, she pretends that they simply don't exist, but she can't run from the pain and suffering that her open border policies have caused too many American families like this.",negative,-0.802
Tue Sep 10 19:17:45 +0000 2024,"This is a heartbreaking story that the media doesn't want to talk about. A young girl murdered by people who should have never been in this country in the first place, but were allowed in because of Kamala's open border policies. Our Border Czar has blood on her hands.",negative,-0.5874
